"","Topic 1","Topic 2","Topic 3","Topic 4","Topic 5"
"Jack_Resume.txt",0.517662373286871,0.02083104952805,0.0206716050911535,0.0581198799899329,0.382715092103992
"Nathan_Thomas_Resume_20170201.txt",0.631636328755042,0.0335557918284732,0.0240090290053703,0.0488080725485378,0.261990777862577
"Resume_Sample_Art1.txt",0.208981733124517,0.0627629942506434,0.0711122464564339,0.199557006943056,0.45758601922535
"Resume_Sample_Housekeeper1.txt",0.460658476242531,0.114331020267919,0.0844777686700132,0.0668358158729286,0.273696918946608
"Resume_Sample_Sales.txt",0.506582661337058,0.000371761670161936,0.0298434851914037,0.0258631430937329,0.437338948707644
"Sampson_Resume_DA_2017.txt",0.252686170386536,0.318501005867495,0.0324386971235599,0.0411466056079892,0.35522752101442
